episode,question_id,total_reward,num_steps,num_llm_calls,final_status,verification_pass,citation_support,latency_seconds,token_usage,buffer_size,total_gradient_updates,critic_loss,actor_loss_retriever,actor_loss_rewriter,actor_loss_grader,actor_loss_generator,actor_loss_verifier,trained_so_far
1,Q005,0.5471,4,3,accepted,1,1.0,25.844,3376,4,0,,,,,,,False
2,Q037,0.4791,4,2,accepted,1,1.0,7.834,2548,8,0,,,,,,,False
3,Q019,0.5239,4,2,accepted,1,1.0,6.656,722,12,0,,,,,,,False
4,Q060,0.4135,4,3,accepted,1,1.0,7.971,1875,16,0,,,,,,,False
5,Q048,0.5208,4,2,accepted,1,1.0,6.07,512,20,0,,,,,,,False
6,Q086,0.6023,4,2,accepted,1,1.0,9.3,1873,24,0,,,,,,,False
7,Q013,0.3901,4,3,accepted,1,1.0,14.687,3296,28,0,,,,,,,False
8,Q059,0.0723,7,4,accepted,1,0.6667,28.938,821,35,0,,,,,,,False
9,Q077,0.4279,4,2,accepted,1,1.0,8.969,845,39,0,,,,,,,False
10,Q064,0.5654,4,2,accepted,1,1.0,22.265,637,43,0,,,,,,,False
11,Q078,0.5627,4,3,accepted,1,1.0,20.07,1112,47,0,,,,,,,False
12,Q003,0.3212,7,5,accepted,1,1.0,22.666,2915,54,0,,,,,,,False
13,Q066,0.5063,4,3,accepted,1,1.0,11.616,2619,58,0,,,,,,,False
14,Q056,-0.5202,12,8,rejected,0,0.0,64.664,7042,70,2,0.028606,-0.470102,nan,-0.972545,-0.89833,-0.715575,True
15,Q086,0.5578,4,3,accepted,1,1.0,26.275,2593,74,3,0.049152,-0.54667,nan,-0.96044,-0.848831,-0.665559,True
16,Q044,0.5278,4,3,accepted,1,1.0,21.77,2147,78,4,0.029068,-0.44921,nan,-0.800946,-0.688045,-0.529483,True
17,Q058,0.5886,4,2,accepted,1,1.0,25.09,775,82,5,0.023814,-0.448573,nan,-0.73765,-0.664143,-0.527668,True
18,Q058,0.6238,4,2,accepted,1,1.0,6.16,788,86,6,0.020654,-0.51614,nan,-0.73998,-0.74899,-0.575047,True
19,Q057,0.2361,4,2,accepted,1,0.6667,7.501,1210,90,7,0.012339,-0.563011,nan,-0.766349,-0.810811,-0.649634,True
20,Q003,0.3858,4,2,accepted,1,0.75,8.476,1016,94,8,0.014933,-0.57019,nan,-0.753821,-0.774753,-0.590177,True
21,Q003,0.364,4,2,accepted,1,0.75,8.647,671,98,9,0.013701,-0.47944,nan,-0.619047,-0.698215,-0.528084,True
22,Q015,0.605,4,2,accepted,1,1.0,4.701,994,102,10,0.014767,-0.434601,nan,-0.58787,-0.66892,-0.467677,True
23,Q041,0.6351,4,2,accepted,1,1.0,5.204,680,106,11,0.016983,-0.419538,nan,-0.669026,-0.741674,-0.488573,True
24,Q042,0.578,4,2,accepted,1,0.8,11.57,1269,110,12,0.009231,-0.441683,nan,-0.720914,-0.742363,-0.52839,True
25,Q020,0.3326,4,2,accepted,1,0.75,6.117,1102,114,13,0.014661,-0.406257,nan,-0.675944,-0.741618,-0.560651,True
26,Q005,0.6329,4,2,accepted,1,1.0,17.396,1191,118,14,0.009882,-0.441943,nan,-0.712142,-0.771262,-0.544254,True
27,Q086,0.4216,4,2,accepted,1,0.75,9.884,1522,122,15,0.011429,-0.422874,nan,-0.638389,-0.630143,-0.50738,True
28,Q045,0.5058,4,2,accepted,1,0.8333,10.108,1413,126,16,0.009233,-0.437423,nan,-0.586934,-0.599046,-0.483079,True
29,Q068,0.4784,4,2,accepted,1,0.75,6.952,1005,130,17,0.015453,-0.456802,nan,-0.581713,-0.663567,-0.478021,True
30,Q072,0.664,4,2,accepted,1,1.0,3.527,868,134,18,0.010377,-0.528922,nan,-0.606719,-0.660613,-0.574421,True
31,Q038,0.6909,4,2,accepted,1,1.0,8.867,1247,138,19,0.008996,-0.485408,nan,-0.644296,-0.731681,-0.572525,True
32,Q057,0.243,4,2,accepted,1,0.6667,13.079,1190,142,20,0.012604,-0.462718,nan,-0.565884,-0.702079,-0.568442,True
33,Q060,0.5115,4,2,accepted,1,1.0,5.82,1122,146,21,0.011497,-0.403231,nan,-0.595964,-0.665757,-0.539326,True
34,Q006,0.4457,4,2,accepted,1,1.0,5.739,1332,150,22,0.013688,-0.349295,nan,-0.534921,-0.55637,-0.518136,True
35,Q082,0.5045,4,2,accepted,1,1.0,11.744,1191,154,23,0.014694,-0.379827,nan,-0.585086,-0.57728,-0.526486,True
36,Q038,0.6974,4,2,accepted,1,1.0,6.979,1265,158,24,0.010533,-0.415185,nan,-0.588792,-0.682368,-0.50917,True
37,Q030,0.6044,4,2,accepted,1,1.0,7.334,1210,162,25,0.009066,-0.409747,nan,-0.556221,-0.701684,-0.557554,True
38,Q061,0.6309,4,2,accepted,1,1.0,10.863,1214,166,26,0.010145,-0.49888,nan,-0.532745,-0.692288,-0.554837,True
39,Q060,0.3899,4,2,accepted,1,0.75,6.697,1102,170,27,0.016335,-0.453911,nan,-0.573126,-0.595535,-0.526782,True
40,Q073,0.3585,4,2,accepted,1,0.5,8.738,1157,174,28,0.011899,-0.436752,nan,-0.517907,-0.653258,-0.592201,True
41,Q057,0.2354,4,2,accepted,1,0.6667,7.04,1182,178,29,0.01612,-0.446314,nan,-0.583047,-0.548141,-0.535932,True
42,Q043,0.6884,4,2,accepted,1,1.0,8.12,1605,182,30,0.019653,-0.425419,nan,-0.637802,-0.662595,-0.563415,True
43,Q084,0.6635,4,2,accepted,1,1.0,3.68,1191,186,31,0.014898,-0.396797,nan,-0.580049,-0.62491,-0.548351,True
44,Q012,0.5238,4,2,accepted,1,0.8,8.922,2281,190,32,0.01209,-0.351298,nan,-0.518795,-0.670264,-0.53224,True
45,Q008,0.3532,4,2,accepted,1,0.5,5.274,973,194,33,0.015808,-0.365989,nan,-0.553612,-0.563066,-0.534708,True
46,Q019,0.4351,4,2,accepted,1,0.8,8.043,1674,198,34,0.013805,-0.383781,nan,-0.567813,-0.61592,-0.524369,True
47,Q074,0.6042,4,2,accepted,1,1.0,9.855,1387,202,35,0.014861,-0.421703,nan,-0.541533,-0.59161,-0.530722,True
48,Q034,0.6558,4,2,accepted,1,1.0,8.048,1507,206,36,0.014936,-0.455654,nan,-0.538378,-0.626341,-0.57503,True
49,Q037,-0.1857,12,6,accepted,1,1.0,10.085,3261,218,39,0.014762,-0.437774,nan,-0.47508,-0.560717,-0.509023,True
50,Q031,0.6353,4,2,accepted,1,1.0,7.191,1498,222,40,0.009228,-0.420151,nan,-0.492651,-0.50462,-0.540627,True
51,Q018,0.5708,4,2,accepted,1,1.0,5.024,1127,226,41,0.011373,-0.40508,nan,-0.542668,-0.572141,-0.589409,True
52,Q040,-0.3947,10,6,rejected,0,0.75,21.268,4184,236,44,0.010463,-0.386494,nan,-0.502346,-0.467696,-0.556069,True
53,Q044,0.3568,7,4,accepted,1,1.0,10.248,2880,243,45,0.012532,-0.403423,nan,-0.505778,-0.526968,-0.562354,True
54,Q044,0.5575,4,2,accepted,1,1.0,4.248,1444,247,46,0.014216,-0.45085,nan,-0.466392,-0.489102,-0.533913,True
55,Q031,0.66,4,2,accepted,1,1.0,8.481,1694,251,47,0.012003,-0.446815,nan,-0.501599,-0.438079,-0.552758,True
56,Q062,0.5706,4,2,accepted,1,1.0,6.875,1126,255,48,0.009618,-0.42569,nan,-0.478747,-0.414682,-0.557997,True
57,Q034,-0.3313,10,6,rejected,0,0.75,26.962,4447,265,51,0.014395,-0.365418,nan,-0.567804,-0.554417,-0.584471,True
58,Q072,0.6804,4,2,accepted,1,1.0,6.909,1072,269,52,0.015858,-0.390244,nan,-0.538019,-0.555469,-0.588595,True
